-1.547394,3.349625,8.121811,8.920663,-0.179962,-0.927490,-0.820404,1.251274
-0.958756,3.270432,8.412308,9.076445,-0.130966,-0.458206,-0.710678,0.855668
-1.760117,2.904327,10.796753,11.318260,-0.266693,0.165100,-0.246307,0.398811
-1.809647,2.054642,8.666901,9.089089,0.494308,-0.035995,-0.328156,0.594409
-1.726608,3.476212,7.983032,8.876600,0.090164,-0.314407,-0.247162,0.409964
-0.704880,3.570969,9.304596,9.991205,-0.093582,-0.533722,-0.294815,0.616873
-0.237076,1.644745,9.475433,9.620043,0.079041,0.055389,-0.596695,0.604450
-1.957993,3.418793,8.597504,9.457217,0.001831,0.291306,-0.467438,0.550782
-3.436279,1.872788,11.460281,12.110054,-0.635178,0.319397,-0.359924,0.796875
-3.048401,0.833588,9.139252,9.670240,0.205124,-0.000320,-0.004898,0.205183
-1.951065,1.952469,6.784714,7.324693,0.396683,-0.146561,-0.243011,0.487742
-3.332443,3.348908,12.203491,13.086083,0.290024,-0.648315,-0.542206,0.893540
-0.872131,2.118759,9.059799,9.345037,0.560516,-0.566696,-0.650452,1.028791
-1.822800,2.582489,5.768478,6.577780,0.436752,-0.049438,-0.954788,1.051103
-3.615982,3.518570,10.966644,12.071576,-0.560272,-0.095734,-0.382767,0.685259
-4.432648,2.314255,9.067947,10.355279,0.187897,0.271881,0.280487,0.433471
-1.932877,2.464768,6.119507,6.874551,-0.022476,-0.093170,1.072403,1.076677
-1.080078,4.412277,10.475876,11.418351,-0.244583,-0.282898,0.378098,0.531799
0.777481,3.365189,10.542404,11.093749,0.294556,-0.406296,-0.299576,0.584453
-0.124847,2.609055,6.670807,7.163967,0.550018,-0.108810,-0.825531,0.997929
-1.654114,5.723785,8.605652,10.466855,-0.092117,0.002991,-0.337448,0.349808
-3.756928,3.810486,9.555832,10.952088,0.038727,0.489578,-0.076614,0.497048
-3.026154,3.282394,5.827347,7.340960,-0.074280,-0.025360,0.649567,0.654292
-0.796768,5.113388,8.374970,9.844881,-0.301758,-0.193848,0.700760,0.787210
0.596573,4.850174,10.996552,12.033463,0.047028,-0.319550,-0.200119,0.379962
0.204880,2.727020,5.930237,6.530415,0.411591,0.000534,-0.663040,0.780403
-1.157837,5.131088,8.020126,9.591198,-0.173355,0.135651,-0.540863,0.583940
-4.155808,4.131134,11.289444,12.719613,-0.582382,0.224228,-0.079437,0.629093
-2.770126,2.745453,6.129318,7.264961,0.145142,0.094238,0.661301,0.683568
-1.071930,4.150024,7.340805,8.500539,-0.079895,-0.005569,0.720062,0.724503
0.140030,4.656113,11.796478,12.682898,-0.437119,-0.306107,0.069992,0.538213
-0.027466,2.287460,6.610275,6.994924,0.668640,0.040604,-0.803528,1.046129
-1.488525,4.601791,7.254425,8.718880,-0.219910,0.295456,-0.116089,0.386175
-2.802429,3.759995,12.649033,13.490337,-0.548553,0.136139,-0.169098,0.589948
-3.666473,2.420258,6.931870,8.206795,0.278061,0.088013,0.359283,0.462762
-1.334671,3.461853,6.643051,7.608936,-0.017838,-0.090363,0.423309,0.433214
-1.266953,3.837769,11.735230,12.411658,-0.037628,-0.234039,0.054474,0.243224
-0.718994,2.615509,8.235718,8.670922,0.424057,-0.277893,-0.238983,0.560501
-0.717072,3.697067,7.509491,8.400890,0.250320,-0.098663,-0.130356,0.298977
