-4.736069,2.529846,8.149094,9.759006,0.087036,0.070160,-0.007172,0.112023
-5.011963,2.520279,8.122528,9.871527,-0.018021,-0.007797,0.047180,0.051103
-4.615463,2.486786,8.022034,9.583300,0.258942,0.276993,0.257568,0.458385
-4.724335,3.038559,8.124207,9.876989,-0.445496,-1.081924,0.089706,1.173488
-3.610489,2.687546,7.895218,9.088069,0.042816,0.126358,0.088120,0.159889
-3.519791,2.164948,9.340241,10.213521,-0.431564,-0.175781,0.339417,0.576498
-3.360184,1.999603,8.725769,9.561814,-0.077759,-0.136673,0.315231,0.352274
-2.420532,1.796448,9.328033,9.802980,-0.152405,-0.196411,0.569717,0.621597
-1.595490,1.789032,9.442413,9.741940,-0.130417,-0.168930,0.442657,0.491418
-1.613663,1.576080,9.465149,9.730210,-0.150452,0.063675,0.779114,0.796058
-0.583084,1.348755,9.737686,9.847927,-0.133591,0.195862,1.491379,1.510106
0.005310,1.852676,9.497208,9.676228,-0.040253,0.071121,1.124619,1.127584
-0.010727,1.993149,9.611115,9.815614,0.054550,0.241318,0.804291,0.841483
-1.010681,1.488739,9.474487,9.643844,0.049530,0.403809,1.012955,1.091601
-1.490204,1.122162,9.551056,9.731527,-0.105011,0.187805,0.810028,0.838119
-0.140167,1.428909,10.466782,10.564797,0.168045,-0.136429,0.459641,0.508056
0.356094,1.935242,8.413269,8.640316,0.113434,0.251465,-0.076569,0.286295
-0.529007,2.797852,9.106705,9.541483,-0.084000,0.024338,-0.087936,0.124020
-0.940811,2.558090,10.246170,10.602497,-0.025589,0.208084,0.552368,0.590817
-1.598831,1.938110,8.388382,8.756568,-0.061874,0.087631,0.800018,0.807178
-1.802231,2.161118,8.957626,9.389224,0.037323,0.033508,0.927673,0.929028
1.075623,1.852448,10.309341,10.529532,0.037201,-0.213272,0.594025,0.632245
2.414414,2.565033,6.600937,7.482055,0.638397,-0.133255,0.605637,0.890002
0.935410,3.428589,4.825470,5.992944,-0.027069,-0.132034,0.529755,0.546631
3.645035,3.112747,10.274643,11.337714,0.154114,0.473679,0.944305,1.067631
1.459915,2.899780,8.041657,8.672273,1.151154,1.906036,-1.815445,2.872972
-11.860931,-5.742615,13.127838,18.601061,-1.406387,2.374939,-2.523315,3.739703
-7.041306,-3.568741,2.085449,8.164863,1.403442,-0.084030,-1.881546,2.348814
-10.959549,-4.308594,4.072205,12.460279,0.372803,0.050735,0.379013,0.534048
-6.921906,-0.128815,6.413101,9.437014,0.081421,-0.661041,0.502884,0.834564
-6.777390,0.296387,7.582718,10.174402,0.361679,-1.230240,0.312668,1.319872
-5.176819,1.462418,8.359665,9.940931,0.141525,0.373627,0.511917,0.649373
-5.180420,2.127380,7.299164,9.200016,0.705231,-0.648331,0.416397,1.044543
-4.256546,3.455643,8.200546,9.864513,0.376587,0.020920,0.077484,0.385044
-4.608292,3.972244,6.818207,9.137999,0.217392,0.032654,-0.029053,0.221742
-4.442230,4.116287,7.147949,9.368586,0.027664,-0.046768,0.023972,0.059390
-5.506546,2.774399,7.872009,9.999393,-0.929184,0.398926,-0.183456,1.027707
-4.862412,2.303009,7.013947,8.839816,-0.253937,-0.499405,0.197098,0.593916
-3.548035,2.064209,9.089478,9.973370,0.088272,-0.207901,-0.700745,0.736246
-7.107346,1.484421,6.888565,10.008506,-0.000183,2.650925,-0.358902,2.675110
-8.974701,1.086975,4.276077,10.000580,-0.008621,0.694824,0.129654,0.706870
-8.854111,1.580383,3.537170,9.664598,0.174515,0.447174,0.011154,0.480150
